AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of Public Educational Facilities Modernization,2130.12,2009-05-27
Office of Public Educational Facilities Modernization,935.47,2009-04-13
Office of Public Educational Facilities Modernization,1082.65,2009-05-29
Office of Public Educational Facilities Modernization,1555.93,2009-06-02
Office of Public Educational Facilities Modernization,1527.61,2009-11-29
Office of Public Educational Facilities Modernization,-345.27,2009-05-02
Office of Public Educational Facilities Modernization,1833.44,2009-03-18
Office of Public Educational Facilities Modernization,313.58,2009-02-23
Office of Public Educational Facilities Modernization,1354.95,2008-10-27
Office of Public Educational Facilities Modernization,896.12,2009-07-16
Office of Public Educational Facilities Modernization,2073.04,2009-01-09
Office of Public Educational Facilities Modernization,1822.31,2009-05-29
Office of Public Educational Facilities Modernization,1589.44,2009-03-12
Office of Public Educational Facilities Modernization,1665.25,2009-10-15
Office of Public Educational Facilities Modernization,2821.62,2009-09-01
Office of Public Educational Facilities Modernization,1379.17,2009-12-02
Office of Public Educational Facilities Modernization,2028.62,2009-10-31
Office of Public Educational Facilities Modernization,115.69,2009-09-19
Office of Public Educational Facilities Modernization,3519.71,2009-02-12
Office of Public Educational Facilities Modernization,1584.4,2009-11-29
Office of Public Educational Facilities Modernization,272.34,2009-01-17
Office of Public Educational Facilities Modernization,-1032.45,2009-01-06
Office of Public Educational Facilities Modernization,-5.89,2009-03-25
Office of Public Educational Facilities Modernization,2300.47,2009-04-29
Office of Public Educational Facilities Modernization,2081.99,2009-04-05
Office of Public Educational Facilities Modernization,2219.64,2009-12-06
Office of Public Educational Facilities Modernization,199.77,2009-04-06
Office of Public Educational Facilities Modernization,1785.7,2009-06-05
Office of Public Educational Facilities Modernization,2640.74,2009-01-24
Office of Public Educational Facilities Modernization,2986.89,2009-06-17
Office of Public Educational Facilities Modernization,-882.53,2009-08-26
Office of Public Educational Facilities Modernization,2164.52,2009-09-10
Office of Public Educational Facilities Modernization,-390.39,2009-09-04
Office of Public Educational Facilities Modernization,1671.29,2009-07-27
Office of Public Educational Facilities Modernization,1454.4,2009-12-10
Office of Public Educational Facilities Modernization,-652.41,2008-10-08
Office of Public Educational Facilities Modernization,850.37,2009-01-05
Office of Public Educational Facilities Modernization,953.74,2009-04-06
Office of Public Educational Facilities Modernization,3206.3,2009-04-08
Office of Public Educational Facilities Modernization,2284.18,2009-04-27
Office of Public Educational Facilities Modernization,4623.06,2009-05-11
Office of Public Educational Facilities Modernization,1090.06,2009-06-26
Office of Public Educational Facilities Modernization,-37.52,2009-05-23
Office of Public Educational Facilities Modernization,1209.05,2009-04-06
Office of Public Educational Facilities Modernization,1077.08,2009-06-30
Office of Public Educational Facilities Modernization,1344.43,2009-02-26
Office of Public Educational Facilities Modernization,821.53,2009-01-09
Office of Public Educational Facilities Modernization,-265.02,2008-11-27
Office of Public Educational Facilities Modernization,240.12,2009-01-04
Office of Public Educational Facilities Modernization,3653.42,2009-10-27
Office of Public Educational Facilities Modernization,1239.92,2009-09-13
Office of Public Educational Facilities Modernization,-118.67,2009-05-11
Office of Public Educational Facilities Modernization,-1244.87,2009-02-23
Office of Public Educational Facilities Modernization,1533.3,2009-07-20
Office of Public Educational Facilities Modernization,1369.52,2009-06-11
Office of Public Educational Facilities Modernization,6.94,2009-07-04
Office of Public Educational Facilities Modernization,3791.94,2009-05-24
Office of Public Educational Facilities Modernization,1264.78,2009-01-03
Office of Public Educational Facilities Modernization,3181.44,2009-08-08
Office of Public Educational Facilities Modernization,1805.23,2009-03-25
Office of Public Educational Facilities Modernization,1881.04,2009-06-04
Office of Public Educational Facilities Modernization,183.72,2009-02-06
Office of Public Educational Facilities Modernization,2728.83,2008-10-25
Office of Public Educational Facilities Modernization,1958.19,2009-07-05
Office of Public Educational Facilities Modernization,4134.72,2009-06-16
Office of Public Educational Facilities Modernization,2587.01,2009-10-03
Office of Public Educational Facilities Modernization,-103.97,2009-06-03
Office of Public Educational Facilities Modernization,1845.07,2009-04-10
Office of Public Educational Facilities Modernization,-1045.82,2009-05-02
Office of Public Educational Facilities Modernization,1680.72,2009-02-20
Office of Public Educational Facilities Modernization,1731.84,2009-07-04
Office of Public Educational Facilities Modernization,-1195.56,2009-11-24
Office of Public Educational Facilities Modernization,626.13,2009-06-11
Office of Public Educational Facilities Modernization,-735.96,2009-12-15
Office of Public Educational Facilities Modernization,2787.73,2009-06-29
Office of Public Educational Facilities Modernization,2888.28,2009-03-26
Office of Public Educational Facilities Modernization,3678.31,2009-04-25
Office of Public Educational Facilities Modernization,1530.92,2009-03-03
Office of Public Educational Facilities Modernization,1161.65,2008-12-15
Office of Public Educational Facilities Modernization,834.57,2009-06-13
Office of Public Educational Facilities Modernization,3127.38,2009-05-04
Office of Public Educational Facilities Modernization,1392.92,2009-02-17
Office of Public Educational Facilities Modernization,1569.75,2009-04-02
Office of Public Educational Facilities Modernization,629.53,2009-01-28
Office of Public Educational Facilities Modernization,2587.07,2009-03-31
Office of Public Educational Facilities Modernization,843.76,2009-04-23
Office of Public Educational Facilities Modernization,58.71,2009-12-20
Office of Public Educational Facilities Modernization,1908.35,2009-06-04
Office of Public Educational Facilities Modernization,-341.8,2009-01-07
Office of Public Educational Facilities Modernization,1588.9,2009-02-20
Office of Public Educational Facilities Modernization,1321.23,2008-12-08
Office of Public Educational Facilities Modernization,1175.56,2009-05-30
Office of Public Educational Facilities Modernization,1219.35,2009-02-07
Office of Public Educational Facilities Modernization,789.54,2008-12-09
Office of Public Educational Facilities Modernization,-1631.89,2009-06-27
Office of Public Educational Facilities Modernization,325.39,2009-06-05
Office of Public Educational Facilities Modernization,173.83,2009-09-02
Office of Public Educational Facilities Modernization,1914.15,2009-01-13
Office of Public Educational Facilities Modernization,942.42,2009-07-09
Office of Public Educational Facilities Modernization,491.8,2009-04-15
Office of Public Educational Facilities Modernization,1665.94,2009-08-31
Office of Public Educational Facilities Modernization,-2743.04,2009-04-26
Office of Public Educational Facilities Modernization,-1490.01,2009-05-17
Office of Public Educational Facilities Modernization,429.27,2009-05-26
Office of Public Educational Facilities Modernization,2342.12,2009-10-25
Office of Public Educational Facilities Modernization,1530.14,2009-09-07
Office of Public Educational Facilities Modernization,461.9,2009-07-01
Office of Public Educational Facilities Modernization,695.79,2009-04-15
Office of Public Educational Facilities Modernization,3954.95,2009-01-09
Office of Public Educational Facilities Modernization,-1920.31,2009-03-31
Office of Public Educational Facilities Modernization,2077.1,2009-01-12
Office of Public Educational Facilities Modernization,1460.12,2009-04-02
Office of Public Educational Facilities Modernization,2227.26,2009-03-26
Office of Public Educational Facilities Modernization,844.97,2009-04-21
Office of Public Educational Facilities Modernization,1518.91,2009-09-17
Office of Public Educational Facilities Modernization,1309.19,2009-02-21
Office of Public Educational Facilities Modernization,-915.5,2009-03-25
Office of Public Educational Facilities Modernization,-203.62,2009-07-29
Office of Public Educational Facilities Modernization,1825.09,2009-03-21
Office of Public Educational Facilities Modernization,-814.74,2008-10-11
Office of Public Educational Facilities Modernization,-921.87,2009-07-21
Office of Public Educational Facilities Modernization,3880.98,2009-10-10
Office of Public Educational Facilities Modernization,-1011.08,2009-03-02
Office of Public Educational Facilities Modernization,1132.46,2009-06-22
Office of Public Educational Facilities Modernization,2781.46,2009-03-06
Office of Public Educational Facilities Modernization,331.44,2009-06-16
Office of Public Educational Facilities Modernization,962.06,2009-05-30
Office of Public Educational Facilities Modernization,177.55,2009-05-12
Office of Public Educational Facilities Modernization,2846.53,2009-07-13
Office of Public Educational Facilities Modernization,4025.79,2009-05-16
Office of Public Educational Facilities Modernization,74.03,2009-01-07
Office of Public Educational Facilities Modernization,1552.31,2009-04-04
Office of Public Educational Facilities Modernization,1288.0,2009-01-27
Office of Public Educational Facilities Modernization,2297.16,2009-07-09
Office of Public Educational Facilities Modernization,777.31,2009-03-06
