AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department of Health,106.22,2009-07-14
Department of Public Works,292.5,2009-04-14
District Department of Transportation,381.84,2009-05-27
Department of Property Management,3451.0,2009-09-25
District Department of the Environment,985.5,2009-09-10
Department of Human Services,90.0,2009-01-14
District Department of the Environment,24.86,2009-09-10
Department of  Youth Rehabilitation Services,377.0,2009-04-16
Fire & Emergency Medical Services,205.38,2009-01-15
Office of the Tenant Advocate,545.0,2009-08-07
Department of Human Services,111.72,2009-03-04
District Department of the Environment,29.66,2009-11-10
District Department of Transportation,103.0,2009-09-02
Office of Public Educational Facilities Modernization,768.9,2009-07-13
Department of Health,615.0,2009-02-21
Department of Health,2298.88,2009-09-24
Department of Corrections,36.75,2009-05-14
Department of Public Works,225.0,2009-10-27
Department of Motor Vehicles,1214.82,2009-04-28
DC Public Library,2077.0,2009-05-28
Department of Employment Services,279.99,2009-08-06
Fire & Emergency Medical Services,91.55,2009-09-08
Serve DC,425.0,2009-11-18
Metropolitan Police Department,12.98,2009-07-13
Department of Mental Health,60.0,2009-12-01
District Department of the Environment,450.0,2009-04-17
Metropolitan Police Department,985.0,2009-02-09
Department of Corrections,376.2,2009-06-30
Metropolitan Police Department,398.21,2009-05-27
Department of Health,1345.0,2009-04-23
Fire & Emergency Medical Services,-7.75,2009-02-09
Metropolitan Police Department,19.16,2009-08-18
Department of Health,160.0,2009-09-30
Department of Housing & Community Development,318.31,2009-06-10
Fire & Emergency Medical Services,1345.0,2009-12-07
District Department of the Environment,96.0,2009-04-27
District Department of Transportation,138.56,2009-11-25
Homeland Security/Emergency Management,130.58,2009-01-28
Board of Elections & Ethics,18.57,2009-10-19
Department of Health,289.7,2009-07-07
District Department of the Environment,-8.0,2009-01-22
Metropolitan Police Department,329.99,2009-07-23
Metropolitan Police Department,-774.68,2009-05-22
Office of the Chief Technology Officer,19.95,2009-11-16
District Department of Transportation,41.75,2009-06-08
Metropolitan Police Department,535.58,2009-12-31
Office of the Secretary,1615.0,2009-09-14
Fire & Emergency Medical Services,630.0,2009-05-01
Department of Property Management,47.99,2009-09-10
Fire & Emergency Medical Services,323.21,2009-07-24
Fire & Emergency Medical Services,-464.48,2009-01-06
DC Public Library,249.99,2009-01-27
Department of Public Works,50.0,2009-04-14
DC Public Library,234.0,2009-03-10
Department of Employment Services,59.98,2009-09-04
District Department of the Environment,215.04,2009-02-24
Metropolitan Police Department,2360.0,2009-06-25
Fire & Emergency Medical Services,390.0,2009-07-16
DC Public Library,2983.02,2009-08-11
Office of the State Superintendent of Education,2250.0,2009-04-17
Department of Mental Health,59.43,2009-04-01
Metropolitan Police Department,48.0,2009-08-26
Office of the Tenant Advocate,5000.0,2009-11-06
Department of Health,375.0,2009-11-05
Department of  Youth Rehabilitation Services,756.21,2009-02-14
Department of Mental Health,30.68,2009-06-25
Office of the Secretary,174.0,2009-09-17
Department on Disability Services,369.2,2009-03-03
Fire & Emergency Medical Services,131.12,2009-02-23
Office of the State Superintendent of Education,384.4,2009-03-09
Office of the Chief Financial Officer,109.08,2009-10-29
Commission on Arts & Humanities,66.54,2009-02-09
Child & Family Services Administration,30.0,2009-08-27
University of the District of Columbia,88.48,2009-12-16
Office of the Chief Financial Officer,27.47,2009-09-16
Department of Human Services,-253.98,2009-11-09
Office of the Inspector General,987.49,2009-03-24
Office of the Attorney General,311.0,2009-02-24
Department of Health,4.75,2009-02-12
Department of Housing & Community Development,76.0,2009-06-18
District Department of Transportation,-494.5,2009-07-28
Department on Disability Services,25.8,2009-11-15
Office of the Chief Medical Examiner,-52.25,2009-11-09
Department of Public Works,620.11,2009-12-22
Department of  Youth Rehabilitation Services,972.0,2009-09-14
DC Public Library,14.95,2009-02-28
Department of Health,1296.0,2009-11-23
Department of Employment Services,18.66,2009-03-04
Metropolitan Police Department,330.0,2009-10-28
Fire & Emergency Medical Services,191.43,2009-03-04
Department of Mental Health,57.0,2009-10-20
Fire & Emergency Medical Services,26.09,2009-12-13
Fire & Emergency Medical Services,226.56,2009-11-24
Department on Disability Services,160.0,2009-12-29
District Department of Transportation,58.19,2009-09-15
Commission on Arts & Humanities,321.05,2009-04-23
DC Public Library,222.85,2009-07-30
Office of the State Superintendent of Education,2283.76,2009-12-10
Office of the Tenant Advocate,1682.5,2009-12-30
Office of the State Superintendent of Education,233.09,2009-03-26
Fire & Emergency Medical Services,76.06,2009-12-14
District Department of Transportation,275.0,2009-03-20
"Department of Insurance, Securities & Banking",401.58,2009-09-24
District Department of Transportation,385.48,2009-04-22
Office of the Chief Financial Officer,560.0,2009-04-10
DC Sentencing & Criminal Code Review Committee,515.0,2009-09-22
Department on Disability Services,194.41,2009-01-12
District Department of the Environment,225.0,2009-12-17
Fire & Emergency Medical Services,101.26,2009-02-04
District Department of the Environment,24.99,2009-01-23
Department of Health,4.75,2009-01-08
Department of Motor Vehicles,779.98,2009-05-07
Department of Health,403.85,2009-01-16
DC Public Library,236.93,2009-04-01
Office of Cable TV,734.79,2009-12-28
Office of Human Rights,814.93,2009-04-09
District Department of Transportation,462.4,2009-07-08
Department of Health,4487.97,2009-11-12
DC National Guard,15.0,2009-06-27
Office of the Attorney General,1775.0,2009-07-06
Alcoholic Beverage Regulation Administration,451.2,2009-12-15
Department of Parks & Recreation,69.99,2009-08-05
Office of Zoning,2199.96,2009-07-02
Department of Public Works,193.45,2009-07-01
Department of Public Works,71.98,2009-11-02
Department of Parks & Recreation,599.0,2009-04-27
Department of Human Services,795.0,2009-03-15
Department of Human Services,32.69,2009-11-19
Metropolitan Police Department,1485.0,2009-09-02
Metropolitan Police Department,2478.0,2009-10-23
Department of Health,254.72,2009-08-06
District Department of the Environment,961.7,2009-06-02
District Department of Transportation,633.44,2009-01-16
Office of the Attorney General,1837.75,2009-03-05
District Department of Transportation,1836.12,2009-01-06
Office of the Chief Technology Officer,305.0,2009-11-17
Department of  Youth Rehabilitation Services,160.0,2009-11-10
Department of Housing & Community Development,75.28,2009-05-02
Department on Disability Services,1680.88,2009-08-14
Department of Public Works,570.0,2009-06-22
Metropolitan Police Department,43.05,2009-12-23
Department of Property Management,10.0,2009-07-14
Office of the Chief Technology Officer,-0.8,2009-07-17
Department of  Youth Rehabilitation Services,385.12,2009-09-24
Metropolitan Police Department,160.0,2009-02-03
Department of Health,4.75,2009-01-08
Fire & Emergency Medical Services,700.0,2009-03-18
Department of Public Works,15.0,2009-06-25
Fire & Emergency Medical Services,1460.4,2009-12-30
Disability Compensation Fund,254.79,2009-03-20
Department on Disability Services,273.7,2009-08-26
Department on Disability Services,157.95,2009-08-10
District Department of the Environment,325.0,2009-12-01
DC Public Library,1504.65,2009-04-09
DC Public Library,19.97,2009-02-24
Fire & Emergency Medical Services,2234.91,2009-08-25
Department of Health,658.0,2009-03-02
Board of Elections & Ethics,227.67,2009-06-30
Department of Mental Health,212.6,2009-09-02
Office of the Chief Financial Officer,245.0,2009-06-17
Department of Health,299.43,2009-09-29
Office of the Chief Financial Officer,32.32,2009-09-15
DC Public Library,176.0,2009-05-22
Office of the Attorney General,2280.03,2009-06-12
Office of the State Superintendent of Education,179.58,2009-07-29
Department of Parks & Recreation,1260.82,2009-09-23
Medical Liability Captive Insurance Agency,49.0,2009-05-15
Department of Public Works,360.0,2009-04-21
Medical Liability Captive Insurance Agency,-62.01,2009-04-02
Office of Zoning,250.0,2009-02-11
Department of Corrections,987.5,2009-11-03
Department of Public Works,41.85,2009-10-05
Office of the Attorney General,-43.7,2009-11-11
Office of the Chief Financial Officer,54.0,2009-01-09
Medical Liability Captive Insurance Agency,123.8,2009-06-26
Department of Health,4.75,2009-02-12
Office of the State Superintendent of Education,54.06,2009-12-05
Office of the State Superintendent of Education,400.0,2009-06-23
DC Public Library,945.0,2009-01-22
Office of Municipal Planning,940.0,2009-04-29
University of the District of Columbia,1275.0,2009-08-13
District Department of the Environment,12.52,2009-04-22
Department of Health,4.75,2009-02-12
Metropolitan Police Department,148.49,2009-02-02
Office of Partnership & Grant Services,650.0,2009-02-19
Homeland Security/Emergency Management,820.0,2009-09-15
Department of Public Works,2144.74,2009-10-02
Fire & Emergency Medical Services,110.0,2009-02-20
Office of the Mayor,119.63,2009-09-15
Department of Human Services,79.99,2009-08-06
Office of the Chief Financial Officer,9.0,2009-11-05
Deputy Mayor for Economic Development,1599.6,2009-09-15
Judicial Nomination Commission,75.0,2009-04-24
Metropolitan Police Department,48.0,2009-03-11
Department of Health,7033.05,2009-01-15
DC National Guard,747.61,2009-06-22
Office of the Chief Financial Officer,-81.64,2009-09-04
Department of Public Works,179.0,2009-08-21
Department of Motor Vehicles,525.0,2009-09-21
District Department of the Environment,75.35,2009-01-22
Office of Municipal Planning,1431.17,2009-04-25
District Department of the Environment,674.2,2009-09-10
Department of Human Services,888.94,2009-07-17
Office of Disability Rights,100.0,2009-03-18
DC National Guard,8.26,2009-07-02
Office of the State Superintendent of Education,1009.9,2009-07-04
University of the District of Columbia,300.0,2009-07-22
Office of the Chief Technology Officer,1379.94,2009-08-28
Office of the Chief Financial Officer,1000.0,2009-04-27
Office of the State Superintendent of Education,425.0,2009-08-10
Serve DC,124.5,2009-08-13
Office of the Secretary,27.2,2009-11-04
Metropolitan Police Department,212.5,2009-07-14
District Department of Transportation,18.34,2009-12-31
District Department of Transportation,29.13,2009-12-16
Department of Mental Health,588.0,2009-10-19
District Department of the Environment,1053.0,2009-10-23
Department of Mental Health,303.6,2009-06-25
Office of the Chief Technology Officer,455.8,2009-12-29
District Department of the Environment,75.0,2009-06-24
Department of Public Works,27.56,2009-10-29
Office of Justice Grants Administration,217.85,2009-06-16
Fire & Emergency Medical Services,71.22,2009-01-03
Metropolitan Police Department,890.0,2009-09-15
District Department of the Environment,50.16,2009-05-12
Department of Public Works,2360.59,2009-01-07
Department of Property Management,2751.5,2009-01-15
DC Department of Human Resources,887.0,2009-04-07
Fire & Emergency Medical Services,181.75,2009-04-03
DC Public Library,40.0,2009-07-07
District Department of the Environment,999.83,2009-07-04
Serve DC,36.77,2009-08-02
Fire & Emergency Medical Services,2895.0,2009-04-14
Office of the Chief Technology Officer,-10.93,2009-04-07
Board of Elections & Ethics,9.52,2009-09-26
City Administrator/Deputy Mayor,327.6,2009-12-16
Fire & Emergency Medical Services,20.0,2009-09-01
Department of Health,4.75,2009-02-12
Fire & Emergency Medical Services,375.0,2009-10-07
Department of Human Services,475.86,2009-05-07
DC Lottery & Charitable Games Control Board,905.25,2009-11-24
District Department of Transportation,152.81,2009-11-19
Office of Police Complaints,91.98,2009-08-01
Fire & Emergency Medical Services,684.6,2009-07-15
Department of Parks & Recreation,1314.62,2009-12-04
Office of the State Superintendent of Education,201.97,2009-07-09
Department of Small & Local Business Development,78.93,2009-06-12
Office of the Chief Financial Officer,176.11,2009-08-19
Office of the Tenant Advocate,492.38,2009-09-18
Office of Community Affairs,360.36,2009-04-27
Office of the Chief Medical Examiner,338.35,2009-04-22
Department of Human Services,2.96,2009-03-10
Department of Employment Services,745.35,2009-02-11
Office of Community Affairs,267.0,2009-09-09
Department of Health,-588.9,2009-03-26
Fire & Emergency Medical Services,-4.05,2009-03-09
Metropolitan Police Department,813.55,2009-10-01
DC Public Library,154.03,2009-07-08
Department of Public Works,197.73,2009-09-21
Office of the Chief Financial Officer,107.8,2009-06-24
University of the District of Columbia,1000.0,2009-11-13
Department of Public Works,625.0,2009-10-23
District Department of Transportation,24.53,2009-09-26
Department of Health,4.75,2009-02-12
DC Office of Risk Management,59.95,2009-06-16
Department of Corrections,179.0,2009-11-06
Department of Housing & Community Development,154.97,2009-04-22
Deputy Mayor for Economic Development,382.13,2009-11-30
District Department of Transportation,253.9,2009-08-28
Metropolitan Police Department,125.0,2009-03-07
