AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Office of the State Superintendent of Education,678.95,2009-10-25
Office of the State Superintendent of Education,163.48,2009-11-19
Department of Employment Services,223.76,2009-03-08
Child & Family Services Administration,2582.05,2009-12-15
Department of  Youth Rehabilitation Services,920.05,2009-09-26
Department of Public Works,903.4,2009-08-01
Department of Health,1322.56,2009-06-15
Department of Health,2774.04,2009-10-23
Office of the State Superintendent of Education,2092.93,2009-09-19
Department of Public Works,1460.68,2009-09-24
Office of the Attorney General,1135.84,2009-04-10
DC National Guard,1976.44,2009-11-11
Department of Health,1608.26,2009-01-08
Department of Employment Services,1923.31,2009-08-28
Office of the State Superintendent of Education,2385.64,2009-01-14
Office of the State Superintendent of Education,462.95,2009-03-09
Office of the State Superintendent of Education,2169.89,2009-11-16
Department of  Youth Rehabilitation Services,2844.14,2009-11-04
Office of Contracting & Procurement,2281.61,2009-07-08
Office of the State Superintendent of Education,1022.75,2009-11-19
Office of the State Superintendent of Education,425.57,2009-07-24
Office of the Chief Financial Officer,382.38,2009-10-19
Department of  Youth Rehabilitation Services,2722.1,2009-06-21
Department of Mental Health,770.43,2009-10-27
Department of Public Works,1089.85,2009-04-12
Board of Elections & Ethics,775.82,2009-07-25
Department of  Youth Rehabilitation Services,140.83,2009-08-26
Department of Employment Services,908.65,2009-02-08
Office of Community Affairs,392.73,2009-10-15
Department of  Youth Rehabilitation Services,149.48,2009-04-05
Department on Disability Services,270.19,2009-07-02
Department of Public Works,416.35,2009-08-12
DC Public Library,1492.9,2009-03-06
DC Public Library,81.78,2009-07-09
Office of the Inspector General,130.4,2009-02-19
Office of Partnership & Grant Services,386.97,2009-10-02
Office of the Chief Financial Officer,2223.4,2009-07-23
DC Public Library,870.3,2009-09-09
Department of Mental Health,489.74,2009-10-30
Department of Motor Vehicles,1092.96,2009-03-06
Office of the State Superintendent of Education,2068.25,2009-01-07
Department of  Youth Rehabilitation Services,2519.4,2009-08-24
Department of  Youth Rehabilitation Services,2174.26,2009-11-24
Office of the State Superintendent of Education,723.56,2009-08-22
Department of Employment Services,1892.29,2009-09-25
Department of Public Works,1075.78,2009-09-14
Department of Employment Services,2852.72,2009-09-23
Office of the Chief Financial Officer,561.17,2009-11-02
Department of  Youth Rehabilitation Services,2757.54,2009-10-24
Office of Municipal Planning,1334.33,2009-10-28
Department on Disability Services,2815.56,2009-10-01
Department of Health,91.59,2009-07-13
Office of the State Superintendent of Education,2109.26,2009-08-16
Department of  Youth Rehabilitation Services,11.57,2009-11-04
Department of  Youth Rehabilitation Services,175.18,2009-06-22
Serve DC,517.89,2009-03-07
Department of Corrections,1966.45,2009-02-11
Department of Public Works,306.51,2009-07-11
"Department of Insurance, Securities & Banking",464.03,2009-06-16
DC Public Library,2252.84,2009-11-12
Office of the State Superintendent of Education,1043.88,2009-07-20
Department of Corrections,-151.51,2009-11-12
Office of the Secretary,2312.63,2009-08-16
Office of the State Superintendent of Education,595.57,2009-07-06
Department of Corrections,241.67,2009-08-12
Office of the State Superintendent of Education,2130.75,2009-09-27
University of the District of Columbia,259.03,2009-11-02
Department of  Youth Rehabilitation Services,121.27,2009-08-24
Department of Employment Services,1833.42,2009-03-21
DC Department of Human Resources,56.74,2009-07-04
Department on Disability Services,494.81,2009-06-18
Department of Corrections,2148.49,2009-10-25
Department of Employment Services,1155.76,2009-03-30
Department of Health,2404.53,2009-07-31
Office of the Inspector General,333.77,2009-03-25
Metropolitan Police Department,2263.33,2009-07-10
Department of Health,1969.64,2009-01-08
Department of Public Works,17.46,2009-07-07
DC Public Library,1943.07,2009-09-26
Office of Municipal Planning,2638.94,2009-10-09
Office of the State Superintendent of Education,292.17,2009-10-17
Department of Public Works,226.88,2009-07-07
Department of Employment Services,146.14,2009-11-07
Office of the State Superintendent of Education,2377.25,2009-09-27
Department of Small & Local Business Development,-93.24,2009-11-10
Office of the State Superintendent of Education,488.01,2009-06-12
Office of the Secretary,1487.96,2009-09-23
Office of the Inspector General,1199.77,2009-03-02
Department of  Youth Rehabilitation Services,1804.83,2009-03-20
Office of the Secretary,1701.12,2009-09-25
Department of  Youth Rehabilitation Services,2325.77,2009-07-19
Department of Health,110.19,2009-06-16
DC Department of Human Resources,1904.98,2009-09-19
Child & Family Services Administration,-445.94,2009-11-08
Office of the State Superintendent of Education,713.48,2009-01-06
Department of Employment Services,2820.34,2009-09-03
Department of Health,1815.77,2009-01-10
Department of  Youth Rehabilitation Services,335.1,2009-04-08
Department of Employment Services,-775.89,2009-10-17
Department of Health,459.5,2009-11-17
Board of Elections & Ethics,1913.63,2009-08-02
Department of Employment Services,350.65,2009-10-20
DC Department of Human Resources,57.15,2009-07-09
Department of Human Services,1889.72,2009-03-26
Office of the Secretary,248.98,2009-11-01
Office of the Secretary,498.35,2009-02-22
Office of the State Superintendent of Education,165.32,2009-06-23
Department of Employment Services,77.26,2009-03-16
Department on Disability Services,2324.91,2009-08-18
DC Public Library,-675.94,2009-12-22
Office of the Secretary,1733.55,2009-10-28
Department of Employment Services,2360.21,2009-08-16
Department of  Youth Rehabilitation Services,1059.74,2009-05-01
Department of  Youth Rehabilitation Services,897.3,2009-04-03
Department of Public Works,626.06,2009-02-22
Department of Corrections,1483.52,2009-03-31
Department of  Youth Rehabilitation Services,395.88,2009-04-28
Office of the State Superintendent of Education,733.63,2009-10-30
District Department of the Environment,2465.79,2009-08-03
Department of Motor Vehicles,175.96,2009-04-10
Department on Disability Services,272.89,2009-07-21
Department of  Youth Rehabilitation Services,1938.2,2009-10-24
Department of Employment Services,1954.11,2009-08-28
Department of Public Works,1449.17,2009-04-12
Office of Partnership & Grant Services,2455.46,2009-02-24
Board of Elections & Ethics,2301.9,2009-07-22
DC Department of Human Resources,1614.23,2009-11-18
Department of Property Management,228.65,2009-07-20
Office of the Secretary,165.69,2009-07-28
Department of  Youth Rehabilitation Services,640.26,2009-11-05
Department of Corrections,266.0,2009-07-18
Office of Municipal Planning,521.08,2009-06-13
Department of  Youth Rehabilitation Services,1030.76,2009-08-31
Office of the Secretary,911.73,2009-06-21
Office of the State Superintendent of Education,694.5,2009-10-13
Department of Human Services,328.58,2009-10-26
Department of Employment Services,1631.5,2009-09-21
Department of Health,1854.66,2009-02-17
Department of Public Works,2485.05,2009-08-16
Department of  Youth Rehabilitation Services,351.04,2009-08-02
Department of Health,178.93,2009-08-16
Office of the State Superintendent of Education,2021.55,2009-07-21
Department of Employment Services,993.45,2009-12-08
Department of Public Works,162.61,2009-07-21
Office of the State Superintendent of Education,2152.72,2009-08-25
Department of Health,573.97,2009-11-14
Office of Contracting & Procurement,2691.19,2009-03-21
Office of the State Superintendent of Education,143.18,2009-07-22
Office of the State Superintendent of Education,601.86,2009-10-28
Department of Health,552.85,2009-11-29
Department of Consumer & Regulatory Affairs,316.54,2009-07-19
Office of the State Superintendent of Education,1276.57,2009-09-06
Department of Human Services,1317.18,2009-02-16
Department of  Youth Rehabilitation Services,296.06,2009-08-13
Office of the Secretary,1100.36,2009-09-20
DC Department of Human Resources,-855.32,2009-09-26
Department of  Youth Rehabilitation Services,249.45,2009-07-17
Department of Corrections,552.62,2009-10-18
Office of the State Superintendent of Education,66.46,2009-12-28
Department of  Youth Rehabilitation Services,1045.72,2009-04-24
Fire & Emergency Medical Services,1789.95,2009-07-30
Department of Public Works,283.44,2009-07-03
Department of Corrections,250.32,2009-10-27
Department of  Youth Rehabilitation Services,1046.31,2009-03-23
Department of Employment Services,84.04,2009-02-17
Serve DC,173.93,2009-10-21
Department of Public Works,12.27,2009-07-24
Department of Consumer & Regulatory Affairs,336.13,2009-07-01
Department of Corrections,198.81,2009-01-06
Department of Public Works,1918.83,2009-08-25
DC Public Library,153.25,2009-07-24
DC Department of Human Resources,609.1,2009-09-17
DC Department of Human Resources,273.6,2009-11-18
Office of the State Superintendent of Education,1945.59,2009-07-26
Department of Mental Health,141.02,2009-03-17
Department of  Youth Rehabilitation Services,860.86,2009-10-15
Department on Disability Services,288.3,2009-07-18
Board of Elections & Ethics,2338.29,2009-10-05
Office of the Chief Medical Examiner,581.74,2009-08-03
Department of Health,534.88,2009-10-23
Office of the Chief Financial Officer,111.25,2009-07-09
Office of the State Superintendent of Education,1501.24,2009-03-24
Office of the State Superintendent of Education,994.67,2009-09-29
Department of  Youth Rehabilitation Services,2170.2,2009-08-27
Department on Disability Services,1531.58,2009-01-06
Office of the State Superintendent of Education,2466.48,2009-06-16
Department of Parks & Recreation,2057.52,2009-11-12
Department of  Youth Rehabilitation Services,233.65,2009-10-25
Department of Mental Health,150.03,2009-11-27
Department of  Youth Rehabilitation Services,312.05,2009-10-23
Department of Employment Services,1507.35,2009-08-18
Office of Unified Communications,2981.8,2009-09-25
Department of Human Services,2233.15,2009-03-19
Department of Human Services,1616.6,2009-03-19
DC Department of Human Resources,278.59,2009-02-03
Department of Consumer & Regulatory Affairs,-75.12,2009-07-14
Department of  Youth Rehabilitation Services,2742.64,2009-09-20
Office of the State Superintendent of Education,746.03,2009-04-03
Office of Municipal Planning,578.62,2009-05-09
Department of  Youth Rehabilitation Services,1102.94,2009-04-12
Department of Human Services,2605.34,2009-09-09
Office of the Secretary,557.65,2009-11-03
Child & Family Services Administration,133.65,2009-11-05
Office of the State Superintendent of Education,2816.9,2009-09-23
DC Public Library,-174.52,2009-10-28
Department of Human Services,172.28,2009-04-03
Department of  Youth Rehabilitation Services,1960.7,2009-10-25
Department of  Youth Rehabilitation Services,122.96,2009-03-22
Department of Health,373.72,2009-07-12
Department on Disability Services,177.42,2009-07-29
District Department of the Environment,2413.31,2009-08-26
Department of Public Works,2432.86,2009-08-25
Department of Health,2574.88,2009-09-22
Department of Human Services,880.7,2009-09-15
Department of Corrections,2256.5,2009-04-09
Office of the State Superintendent of Education,2480.97,2009-08-28
Department of Public Works,501.22,2009-03-14
Office of the State Superintendent of Education,147.23,2009-10-22
Office of the State Superintendent of Education,954.96,2009-09-26
Department of  Youth Rehabilitation Services,2583.82,2009-12-10
Department of  Youth Rehabilitation Services,538.37,2009-10-25
Department of  Youth Rehabilitation Services,152.31,2009-06-14
Department of Public Works,2427.64,2009-09-09
Office of the Chief Financial Officer,242.49,2009-06-14
Department of Public Works,2249.47,2009-04-23
Department of Public Works,2207.36,2009-08-29
Department on Disability Services,526.17,2009-07-19
Department of  Youth Rehabilitation Services,-5.92,2009-07-21
Office of Municipal Planning,1467.02,2009-09-23
Department of Employment Services,147.57,2009-10-22
Department of Employment Services,437.4,2009-07-20
Department of Employment Services,417.45,2009-11-06
Department on Disability Services,1350.56,2009-06-14
District Department of Transportation,1912.44,2009-06-19
