AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Department on Disability Services,25.0,2009-06-13
Metropolitan Police Department,238.94,2009-06-16
Department of Employment Services,323.34,2009-06-15
Department of Motor Vehicles,155.5,2009-06-15
Department of Motor Vehicles,964.28,2009-06-15
District Department of Transportation,439.48,2009-06-19
"Department of Insurance, Securities & Banking",2355.48,2009-06-19
DC Public Library,178.0,2009-06-19
Office of the State Superintendent of Education,343.2,2009-06-19
Department of Property Management,495.8,2009-06-19
Department of Property Management,2462.95,2009-06-18
Office of the Tenant Advocate,-201.27,2009-06-18
Office of the Tenant Advocate,1277.7,2009-06-20
Office of the Tenant Advocate,-638.85,2009-06-20
Department of Parks & Recreation,555.0,2009-06-19
District Department of the Environment,176.0,2009-06-18
District Department of Transportation,352.5,2009-06-19
Office of the Chief Technology Officer,1901.31,2009-06-18
Office of the Chief Technology Officer,603.75,2009-06-19
Office of the Chief Technology Officer,458.38,2009-06-19
Office of the Tenant Advocate,-13.0,2009-06-18
Department of Parks & Recreation,51.22,2009-06-19
Office of Police Complaints,1351.48,2009-06-19
Department on Disability Services,86.6,2009-06-18
District Department of Transportation,25.98,2009-06-19
District Department of Transportation,219.99,2009-06-19
District Department of Transportation,406.26,2009-06-19
Department of  Youth Rehabilitation Services,240.0,2009-06-19
Department of Mental Health,270.2,2009-06-18
Department of Employment Services,23.0,2009-06-18
District Department of Transportation,657.86,2009-06-23
District Department of Transportation,1495.0,2009-06-24
District Department of Transportation,225.23,2009-06-24
District Department of Transportation,159.98,2009-06-24
District Department of Transportation,39.01,2009-06-24
District Department of Transportation,300.0,2009-06-24
Office of the Chief Technology Officer,-18.95,2009-06-23
Office of the Chief Technology Officer,-603.75,2009-06-23
Department of Property Management,-495.8,2009-06-24
Department of Property Management,2459.87,2009-06-25
Department on Disability Services,968.47,2009-06-24
DC Public Library,403.5,2009-06-23
DC Public Library,190.54,2009-06-24
Office of Public Educational Facilities Modernization,14.64,2009-06-23
Criminal Justice Coordinating Council,998.64,2009-06-24
Office of Municipal Planning,162.53,2009-06-23
Department of Consumer & Regulatory Affairs,119.38,2009-06-23
Department of Housing & Community Development,1081.0,2009-06-23
Department of Housing & Community Development,745.0,2009-06-23
Department of Housing & Community Development,1513.0,2009-06-24
Department of Housing & Community Development,96.1,2009-06-24
Office of Zoning,-525.0,2009-06-17
Department of  Youth Rehabilitation Services,76.0,2009-06-24
Department of Human Services,1753.1,2009-06-24
Department of Corrections,380.81,2009-06-25
Department of Corrections,680.31,2009-06-27
Department of Property Management,-81.0,2009-06-25
Department of Property Management,457.78,2009-06-26
Department of Property Management,1700.0,2009-06-26
Department of Health,350.0,2009-06-25
Department of Health,2062.12,2009-06-26
Department on Disability Services,442.7,2009-06-25
Fire & Emergency Medical Services,23.23,2009-06-26
Metropolitan Police Department,425.0,2009-06-26
District Department of the Environment,-2.91,2009-06-26
District Department of the Environment,389.4,2009-06-25
District Department of the Environment,2457.0,2009-06-26
Department of Health Care Finance,33.48,2009-06-28
Department of Health Care Finance,39.69,2009-06-28
Department of Human Services,521.99,2009-06-27
Department of Human Services,54.68,2009-06-26
Department of Human Services,70.84,2009-06-26
Department of Human Services,355.92,2009-06-26
Department of Consumer & Regulatory Affairs,153.0,2009-06-25
Department of Property Management,50.0,2009-06-25
DC Public Library,568.98,2009-06-26
DC Public Library,25.48,2009-06-26
DC Public Library,135.98,2009-06-27
Office of the Inspector General,534.6,2009-06-26
District Department of Transportation,1085.0,2009-06-15
District Department of Transportation,134.02,2009-06-15
Office of the Chief Financial Officer,280.0,2009-06-15
Office of the State Superintendent of Education,333.7,2009-06-15
Office of the State Superintendent of Education,333.7,2009-06-15
Office of the State Superintendent of Education,333.7,2009-06-15
District Department of the Environment,162.32,2009-06-15
District Department of the Environment,177.93,2009-06-16
District Department of Transportation,720.0,2009-06-16
Office of the Attorney General,181.5,2009-06-15
Office of the Attorney General,552.75,2009-06-15
Office of the Attorney General,158.0,2009-06-15
Office of Justice Grants Administration,184.25,2009-06-16
Office of the Tenant Advocate,538.76,2009-06-15
Office of the Tenant Advocate,538.76,2009-06-15
Department of Health,42.5,2009-06-16
Department of  Youth Rehabilitation Services,892.0,2009-06-16
Office of the Secretary,998.79,2009-06-15
District Department of the Environment,1766.0,2009-06-16
District Department of the Environment,127.52,2009-06-15
Department of Public Works,31.76,2009-06-16
District Department of Transportation,1558.57,2009-06-15
Office of Police Complaints,5.71,2009-06-16
Office of the Chief Technology Officer,6.3,2009-06-16
Department of Employment Services,23.0,2009-06-19
Department of Employment Services,404.4,2009-06-20
Department of Small & Local Business Development,779.9,2009-06-18
Department of Small & Local Business Development,510.0,2009-06-18
Department of Small & Local Business Development,30.0,2009-06-19
Fire & Emergency Medical Services,100.0,2009-06-18
Fire & Emergency Medical Services,100.0,2009-06-18
Department of Health,374.5,2009-06-18
Department of  Youth Rehabilitation Services,3187.72,2009-06-17
Department of  Youth Rehabilitation Services,1555.0,2009-06-19
Department of  Youth Rehabilitation Services,2893.36,2009-06-19
Office of the State Superintendent of Education,180.54,2009-06-19
Office of the State Superintendent of Education,180.54,2009-06-19
DC National Guard,5.42,2009-06-18
DC National Guard,15.0,2009-06-20
DC National Guard,50.0,2009-06-20
District Department of Transportation,1416.08,2009-06-18
District Department of Transportation,395.0,2009-06-19
District Department of Transportation,1586.19,2009-06-19
Fire & Emergency Medical Services,195.54,2009-06-19
Fire & Emergency Medical Services,66.36,2009-06-19
Metropolitan Police Department,5.0,2009-06-19
Metropolitan Police Department,5.0,2009-06-19
District Department of Transportation,765.0,2009-06-19
Department of Consumer & Regulatory Affairs,243.52,2009-06-18
Department of Human Services,34.95,2009-06-23
Office of the Chief Financial Officer,70.74,2009-06-24
DC Public Library,660.4,2009-06-23
Office of the Chief Medical Examiner,875.0,2009-06-23
Department of Corrections,410.0,2009-06-24
Office of the Tenant Advocate,95.0,2009-06-24
Office of the Attorney General,2376.0,2009-06-23
Office of the Chief Technology Officer,86.5,2009-06-24
DC Public Library,222.0,2009-06-23
Office of the Chief Financial Officer,6.38,2009-06-24
Department of Health,1000.0,2009-06-24
Office of the State Superintendent of Education,298.52,2009-06-23
Office of the State Superintendent of Education,125.0,2009-06-24
Office of the State Superintendent of Education,444.76,2009-06-23
DC Public Library,1123.29,2009-06-24
Department of Health Care Finance,316.0,2009-06-23
Department of Consumer & Regulatory Affairs,44.21,2009-06-24
District Department of Transportation,39.1,2009-06-24
Department of Property Management,368.63,2009-06-23
DC Public Library,69.95,2009-06-24
DC Public Library,468.19,2009-06-23
DC Public Library,39.0,2009-06-23
DC Public Library,2079.79,2009-06-22
"Department of Insurance, Securities & Banking",-686.0,2009-06-24
Department of Health Care Finance,265.0,2009-06-24
Office of the Inspector General,253.2,2009-06-26
Office of the Inspector General,122.18,2009-06-26
Office of the Inspector General,119.0,2009-06-26
Office of the Mayor,523.29,2009-06-26
Office of the Mayor,360.36,2009-06-26
Office of the Mayor,806.65,2009-06-26
Office of the Mayor,296.7,2009-06-26
District Department of Transportation,-9.84,2009-06-26
District Department of Transportation,-82.99,2009-06-26
Department on Disability Services,80.0,2009-06-25
Department on Disability Services,118.0,2009-06-25
Department on Disability Services,69.0,2009-06-25
Department on Disability Services,165.0,2009-06-25
Department on Disability Services,72.0,2009-06-25
District Department of the Environment,450.0,2009-06-26
DC Lottery & Charitable Games Control Board,124.06,2009-06-26
Metropolitan Police Department,1099.2,2009-06-26
Metropolitan Police Department,539.2,2009-06-26
Metropolitan Police Department,539.2,2009-06-26
District Department of Transportation,9.52,2009-06-26
District Department of Transportation,28.56,2009-06-26
District Department of Transportation,704.88,2009-06-26
District Department of the Environment,159.95,2009-06-25
DC Public Library,945.0,2009-06-16
Office of the Chief Financial Officer,349.0,2009-06-16
Office of the Chief Financial Officer,53.2,2009-06-16
Department of Public Works,200.0,2009-06-15
District Department of the Environment,146.0,2009-06-16
District Department of the Environment,62.9,2009-06-16
Fire & Emergency Medical Services,2940.0,2009-06-16
Office on Asian/Pacific Affairs,83.0,2009-06-16
Serve DC,56.0,2009-06-16
University of the District of Columbia,20.83,2009-06-16
Fire & Emergency Medical Services,560.88,2009-06-15
Child & Family Services Administration,75.0,2009-06-15
Office of Partnership & Grant Services,15.0,2009-06-16
Department of Corrections,438.78,2009-06-15
Department of Corrections,10.0,2009-06-15
DC National Guard,32.5,2009-06-15
Department of Motor Vehicles,334.55,2009-06-16
Office of Contracting & Procurement,133.86,2009-06-15
Office of Contracting & Procurement,128.04,2009-06-15
Office of Contracting & Procurement,128.04,2009-06-15
Office of the Chief Technology Officer,-458.38,2009-06-15
Department of Property Management,2055.0,2009-06-16
Office of the Mayor,183.0,2009-06-15
Department of Health,89.99,2009-06-15
Office of the State Superintendent of Education,489.08,2009-06-19
Fire & Emergency Medical Services,137.98,2009-06-19
Fire & Emergency Medical Services,167.52,2009-06-19
District Department of the Environment,481.27,2009-06-18
District Department of the Environment,223.43,2009-06-19
Department of Public Works,2454.0,2009-06-20
District Department of Transportation,48.3,2009-06-19
District Department of Transportation,49.35,2009-06-19
District Department of the Environment,85.74,2009-06-18
District Department of the Environment,1991.3,2009-06-19
District Department of the Environment,163.9,2009-06-18
Office of the Chief Technology Officer,149.85,2009-06-18
DC Public Library,103.76,2009-06-18
Fire & Emergency Medical Services,85.0,2009-06-19
Fire & Emergency Medical Services,250.0,2009-06-19
Serve DC,711.0,2009-06-18
Metropolitan Police Department,585.0,2009-06-18
Office of Human Rights,24.59,2009-06-19
District Department of the Environment,89.0,2009-06-20
District Department of the Environment,71.96,2009-06-19
District Department of the Environment,49.95,2009-06-21
Office of Public Educational Facilities Modernization,534.2,2009-06-18
Office of Public Educational Facilities Modernization,555.68,2009-06-19
Deputy Mayor for Economic Development,611.65,2009-06-19
District Department of the Environment,-320.79,2009-06-24
District Department of the Environment,-320.79,2009-06-24
District Department of the Environment,320.79,2009-06-24
Commission on Arts & Humanities,192.75,2009-05-26
District Department of the Environment,297.0,2009-05-26
Child & Family Services Administration,99.95,2009-05-26
Child & Family Services Administration,438.22,2009-05-26
Child & Family Services Administration,882.6,2009-05-26
Department of  Youth Rehabilitation Services,90.83,2009-05-25
Department of Employment Services,15.0,2009-05-25
Department of Consumer & Regulatory Affairs,109.93,2009-05-26
District Department of the Environment,320.79,2009-06-24
Board of Real Property Assessment & Appeals,1666.0,2009-06-24
Metropolitan Police Department,95.0,2009-06-23
Metropolitan Police Department,38.22,2009-06-24
Metropolitan Police Department,2235.0,2009-06-24
District Department of the Environment,60.0,2009-06-23
District Department of the Environment,26.64,2009-06-23
District Department of the Environment,346.04,2009-06-23
District Department of the Environment,56.51,2009-06-23
District Department of Transportation,192.25,2009-06-23
District Department of Transportation,173.84,2009-06-24
Office of the Inspector General,178.2,2009-06-24
District Department of Transportation,1275.0,2009-06-24
District Department of Transportation,895.44,2009-06-24
Department of Human Services,400.0,2009-06-24
Department of  Youth Rehabilitation Services,57.53,2009-06-23
Department of Health,90.35,2009-06-24
Department on Disability Services,427.8,2009-06-24
District Department of Transportation,-39.66,2009-06-26
District Department of Transportation,293.11,2009-06-25
Department of Mental Health,254.01,2009-06-26
Department of Human Services,491.85,2009-06-29
DC Department of Human Resources,494.85,2009-06-29
DC Department of Human Resources,84.97,2009-06-29
Fire & Emergency Medical Services,144.0,2009-06-29
Fire & Emergency Medical Services,250.0,2009-06-29
