AGENCY,TRANSACTION_AMOUNT,TRANSACTION_DATE
Deputy Mayor for Economic Development,55.09,2009-09-15
Fire & Emergency Medical Services,798.44,2009-09-09
Department on Disability Services,2370.69,2009-08-09
Fire & Emergency Medical Services,68.46,2009-09-13
Department of Mental Health,1912.29,2009-03-10
Office of the Chief Financial Officer,46.23,2009-01-16
Department of Motor Vehicles,281.02,2009-05-03
Metropolitan Police Department,307.01,2009-01-19
District Department of Transportation,71.03,2009-05-01
Fire & Emergency Medical Services,31.72,2009-03-24
Office of the Tenant Advocate,358.63,2009-07-22
Department of Mental Health,58.82,2009-01-27
District Department of Transportation,1997.12,2009-03-16
Office of Cable TV,18.33,2009-01-29
Office of Partnership & Grant Services,1514.79,2009-01-10
District Department of Transportation,-3.31,2009-07-28
Metropolitan Police Department,2555.72,2009-06-10
Department of Human Services,248.92,2009-02-19
Department of Parks & Recreation,47.77,2009-03-23
Fire & Emergency Medical Services,269.24,2009-02-17
Office of Cable TV,2109.03,2009-02-05
"Department of Insurance, Securities & Banking",267.24,2009-08-28
Department on Disability Services,19.11,2009-08-11
Department on Disability Services,-87.56,2009-11-02
District Department of the Environment,2005.98,2009-02-26
Department of Health,205.92,2009-03-14
Department of Education,-23.03,2009-09-03
Department of Public Works,663.51,2009-05-29
Office of the State Superintendent of Education,-305.78,2009-05-29
District Department of the Environment,31.28,2009-01-17
Department of Parks & Recreation,-117.83,2009-02-28
District Department of Transportation,202.0,2009-04-23
Department of Property Management,58.73,2009-09-21
Fire & Emergency Medical Services,2136.59,2009-11-15
District Department of the Environment,8.91,2009-04-14
Office of Contracting & Procurement,791.29,2009-07-04
Office of the Chief Technology Officer,1919.84,2009-05-03
Department of Public Works,2224.69,2009-11-28
DC Department of Human Resources,2336.89,2009-01-31
Department of Corrections,28.25,2009-04-16
DC Public Library,73.5,2009-12-22
Office of Police Complaints,19.85,2009-06-08
Department of Public Works,153.96,2009-02-28
Board of Elections & Ethics,-14.85,2009-09-12
Department of Parks & Recreation,1655.28,2009-09-01
Board of Elections & Ethics,557.93,2009-08-07
Office of the Tenant Advocate,76.75,2009-07-30
Office of the State Superintendent of Education,29.01,2009-02-18
District Department of the Environment,749.05,2009-03-25
Office of Employee Appeals,53.09,2008-12-25
Department of Education,2038.07,2009-12-19
"Department of Insurance, Securities & Banking",67.82,2009-02-04
Department of Health,47.05,2009-02-24
Department of  Youth Rehabilitation Services,-137.52,2009-08-17
University of the District of Columbia,22.62,2009-08-11
Department on Disability Services,-78.78,2009-07-08
Department of Human Services,2046.53,2009-08-27
Office of the Attorney General,35.42,2009-08-16
Fire & Emergency Medical Services,93.67,2009-09-05
Office of the Chief Technology Officer,1973.76,2009-09-05
District Department of the Environment,204.45,2009-08-28
District Department of Transportation,-624.44,2009-05-25
District Department of the Environment,184.34,2009-06-03
Fire & Emergency Medical Services,236.83,2009-10-26
Fire & Emergency Medical Services,163.74,2009-07-19
DC Public Library,25.1,2009-05-20
Office of Public Educational Facilities Modernization,64.44,2009-04-07
Fire & Emergency Medical Services,53.02,2009-02-13
Child & Family Services Administration,219.96,2009-04-03
DC Department of Human Resources,1628.0,2009-03-10
Office of the Chief Financial Officer,8.23,2009-02-25
Department of Housing & Community Development,52.68,2009-09-15
District Department of Transportation,2665.03,2009-07-28
Fire & Emergency Medical Services,2207.4,2009-09-22
DC Public Library,1553.73,2009-09-04
Office of the Mayor,69.93,2009-05-19
DC Public Library,225.91,2009-04-12
Office of the State Superintendent of Education,57.68,2009-12-07
Criminal Justice Coordinating Council,-10.49,2009-02-08
Office of Employee Appeals,-11.82,2009-04-15
Department of Motor Vehicles,3.61,2009-04-04
Office of Finance & Resource Management,-16.45,2009-05-09
Department of Health Care Finance,17.95,2009-09-07
Metropolitan Police Department,37.66,2009-01-21
Department of Public Works,13.86,2009-04-15
Department of Health Care Finance,1811.36,2009-10-03
Department of  Youth Rehabilitation Services,1940.62,2009-03-08
Office of Latino Affairs,532.85,2009-10-28
Department of Public Works,47.47,2009-08-05
Metropolitan Police Department,1594.82,2009-08-23
Department on Disability Services,442.33,2009-06-27
District Department of Transportation,2535.07,2009-05-14
Office of the Attorney General,21.96,2009-02-01
Department of Corrections,725.99,2008-12-26
Department of Health,29.46,2009-10-26
Office of Disability Rights,612.34,2009-04-19
Office of Contracting & Procurement,115.78,2009-04-03
District Department of Transportation,3.69,2009-03-15
Department of Corrections,52.82,2009-08-13
"Department of Insurance, Securities & Banking",138.86,2009-03-27
District Department of Transportation,2512.99,2009-08-20
DC Public Library,1596.94,2009-08-31
DC Department of Human Resources,231.94,2009-01-08
Department of Health,-646.11,2009-06-18
University of the District of Columbia,71.77,2009-12-01
Department of Public Works,288.88,2009-11-27
Office of the Mayor,64.24,2009-09-18
Office of the Chief Financial Officer,2140.78,2009-09-10
Disability Compensation Fund,180.54,2009-09-15
District Department of the Environment,261.15,2009-08-22
Department of Human Services,238.74,2009-04-14
Fire & Emergency Medical Services,195.1,2009-11-24
Department of Consumer & Regulatory Affairs,-475.35,2009-01-20
City Administrator/Deputy Mayor,1202.38,2009-08-31
Department of Health Care Finance,1947.24,2009-08-08
Judicial Nomination Commission,3.32,2009-03-13
District Department of the Environment,2.46,2009-05-03
District Department of Transportation,38.64,2009-01-29
Department of Employment Services,17.51,2009-10-30
Department of Education,305.7,2009-01-30
Office of the Attorney General,2083.0,2009-09-09
Office of Contracting & Procurement,33.23,2009-05-17
Department of Health,41.03,2009-01-05
Office of the Chief Financial Officer,1849.04,2009-08-01
Department of Health Care Finance,118.83,2009-11-26
Fire & Emergency Medical Services,1965.34,2009-01-17
Fire & Emergency Medical Services,40.55,2009-09-03
Office of Unified Communications,413.73,2009-04-29
District Department of Transportation,258.83,2009-02-27
Fire & Emergency Medical Services,32.13,2009-08-22
Department of Education,-0.74,2009-08-26
Office of the Attorney General,150.94,2009-08-31
Office of Unified Communications,67.05,2009-04-06
"Department of Insurance, Securities & Banking",-3.84,2009-08-26
Office of Latino Affairs,68.45,2009-02-19
Department of Human Services,882.03,2009-04-06
Metropolitan Police Department,103.56,2009-03-15
Department of Corrections,36.38,2009-05-05
Office of the State Superintendent of Education,-291.94,2009-02-27
Department of  Youth Rehabilitation Services,8.06,2009-05-16
District Department of Transportation,-920.65,2009-04-10
Department of Parks & Recreation,73.3,2009-05-21
District Department of Transportation,580.07,2009-09-04
"Department of Insurance, Securities & Banking",1024.27,2009-05-26
Office of the Inspector General,26.66,2009-08-06
Office of the State Superintendent of Education,198.39,2009-08-08
Office of Administrative Hearings,-453.51,2009-07-13
Office of Contracting & Procurement,1756.92,2009-12-08
Office of the Chief Financial Officer,2091.19,2009-09-17
Department of Health Care Finance,1448.87,2009-02-21
"Department of Insurance, Securities & Banking",1852.18,2009-09-04
District Department of Transportation,55.79,2009-12-10
Office of the Chief Financial Officer,2096.19,2009-11-23
Office of Partnership & Grant Services,-971.16,2009-02-21
Department of Property Management,1358.8,2009-06-06
District Department of the Environment,2427.03,2009-04-23
Department of  Youth Rehabilitation Services,116.12,2009-09-24
District Department of the Environment,252.31,2009-05-22
Fire & Emergency Medical Services,13.8,2009-01-21
District Department of the Environment,39.74,2009-04-14
Fire & Emergency Medical Services,692.9,2009-08-09
Office of Partnership & Grant Services,42.33,2009-08-20
Office of the Tenant Advocate,36.34,2009-03-28
District Department of the Environment,40.95,2009-03-19
Department of Health,2083.46,2009-08-13
Fire & Emergency Medical Services,10.96,2009-11-26
Fire & Emergency Medical Services,207.15,2009-10-16
Fire & Emergency Medical Services,377.68,2009-05-06
Office of the State Superintendent of Education,259.69,2009-01-29
District Department of the Environment,446.34,2009-07-20
District Department of the Environment,35.8,2009-05-31
Metropolitan Police Department,-1989.78,2009-08-10
Office of the Chief Financial Officer,9.78,2009-08-20
Office of Unified Communications,-819.34,2009-02-01
Department of Public Works,590.46,2009-05-30
Department of  Youth Rehabilitation Services,2230.18,2009-12-20
Office of Municipal Planning,98.94,2009-02-05
Fire & Emergency Medical Services,76.24,2009-11-07
Office of Police Complaints,18.3,2009-12-23
Department of  Youth Rehabilitation Services,7.21,2008-12-30
Department of Health,-312.27,2009-01-24
DC Department of Human Resources,31.9,2009-08-03
Department of Property Management,504.76,2009-07-18
Fire & Emergency Medical Services,22.23,2009-02-17
District Department of Transportation,202.91,2009-05-20
Office of the State Superintendent of Education,130.13,2009-02-10
Fire & Emergency Medical Services,1724.07,2009-11-16
Metropolitan Police Department,-1247.77,2009-05-20
Office of the Chief Financial Officer,169.9,2009-04-25
District Department of Transportation,854.08,2009-02-27
Department of Corrections,2324.09,2009-02-06
Office of Community Affairs,984.21,2009-08-24
Department of Health,22.14,2009-02-01
District Department of Transportation,-296.44,2009-03-19
Board of Elections & Ethics,135.84,2009-08-27
Metropolitan Police Department,238.18,2009-06-07
Criminal Justice Coordinating Council,147.01,2009-03-16
Department of Mental Health,215.9,2009-09-09
Office of Victim Services,1013.34,2009-09-06
Department of Health,167.9,2009-01-07
Department of Human Services,-18.62,2009-11-25
DC Public Library,119.79,2009-04-06
Department on Disability Services,1803.49,2009-09-17
Department of Human Services,122.58,2009-08-29
District Department of the Environment,175.2,2009-08-07
Metropolitan Police Department,492.01,2009-04-22
Office of the Chief Technology Officer,23.68,2009-08-17
Office of Administrative Hearings,316.57,2009-01-15
District Department of the Environment,1783.3,2009-08-13
Department of Corrections,28.01,2009-09-11
Metropolitan Police Department,980.11,2009-04-23
Fire & Emergency Medical Services,2579.66,2009-11-24
Serve DC,208.49,2009-08-30
District Department of Transportation,384.46,2009-08-22
DC Department of Human Resources,326.54,2009-08-08
Fire & Emergency Medical Services,226.85,2009-07-01
District Department of Transportation,368.2,2009-02-06
District Department of Transportation,31.14,2009-01-16
Department of Property Management,39.98,2009-01-18
Department of Corrections,2244.01,2009-03-19
Department on Disability Services,597.68,2009-09-22
Department of Housing & Community Development,516.44,2009-07-27
Department of Mental Health,285.27,2008-12-24
DC Public Library,353.63,2009-04-22
Office on Aging,1323.62,2009-02-20
Office of the Chief Technology Officer,-1412.33,2009-08-29
Department on Disability Services,59.84,2009-08-03
Department of Parks & Recreation,159.44,2009-10-30
Department of Human Services,-58.61,2009-01-14
Office of the State Superintendent of Education,298.76,2009-09-17
Department of Education,1924.85,2009-01-12
Serve DC,168.75,2009-04-24
Department of Public Works,59.73,2009-03-30
Department of Employment Services,46.23,2009-12-02
DC Public Library,1824.06,2009-08-05
Fire & Emergency Medical Services,50.63,2009-09-17
Office of the Chief Financial Officer,92.49,2009-12-03
Contract Appeals Board,45.71,2009-09-08
Department of Employment Services,22.33,2009-08-11
Metropolitan Police Department,-2.89,2009-01-30
District Department of Transportation,322.95,2009-04-25
District Department of Transportation,72.0,2009-05-17
Department of Health,1549.1,2009-03-13
Department of Human Services,-18.13,2009-05-19
Office of Cable TV,288.87,2009-01-28
Department of Employment Services,1663.21,2009-04-16
Fire & Emergency Medical Services,210.79,2009-02-22
Fire & Emergency Medical Services,41.07,2009-04-26
Department of  Youth Rehabilitation Services,58.99,2009-02-19
Department of Health,-48.95,2009-08-08
Department of Corrections,36.54,2009-09-23
Fire & Emergency Medical Services,31.45,2009-08-28
Office of the Mayor,59.2,2009-07-29
Office of the Chief Financial Officer,-58.46,2009-08-23
Office of the Mayor,306.05,2009-08-13
Department of Human Services,27.11,2009-07-07
